username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Sue T,UK,UK,5,3.0,5.0,4.0,5.0,"Beautiful setting, lovely service, extensive wine list and wonderful local wines. All with a fabulous backdrop of the fortress and some lovely piano music throughout the evening.",,Aug 2023
Journey28420266239,null,null,5,5.0,5.0,5.0,5.0,"Really nice food and service, strongly recommend! I’m sure I will take my friends here once I have any opportunity:)",,Aug 2023
3milyJane,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Wonderful setting; super romantic. We were recommended Nautika by a friend and it did not disappoint. 
We had an amazing table overlooking the coastal line and opted for the 5 course tasting menu - we asked for a recommendation on a bottle of wine and the sommelier was second to none. 
Just fantastic service from beginning to end. Thank you for looking after us. ⭐️⭐️⭐️⭐️⭐️",,Aug 2023
Rachel h,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Super restaurant.
We watched the sun go down as we are on the terrace listening to a pianist play.
Food was exquisite.
Staff great.
Pricey of course- a treat",,Aug 2023
AliKat100,"Nottingham, United Kingdom",United Kingdom,5,null,null,null,null,"What an amazing experience tonight. Maro looked after us and nothing was too much trouble. The food was exquisite ( we had the 5 course tasting menu) the location was stunning. 
A truly memorable meal. A must for a visit to Dubrovnik.",,Aug 2023
Viljami,null,null,5,null,null,null,null,"We went to celebrate our engagement with my partner at Nautika. The staff was the friendliest I have ever encountered in my life – several of them personally came to congratulate us, and the house provided glasses of Champagne. Afterward, we enjoyed a five-course tasting menu, which was also the best seafood I have ever eaten in my life. Overall, the service, atmosphere, and of course, the food itself, exceeded all of my expectations. The best restaurant I have ever been to.",,Aug 2023
Mario S,"Sao Paulo, SP",SP,5,3.0,4.0,4.0,4.0,"Mario is one of the best
Very polite and full of carisma 
Spot on to all the details all dinner along",,Aug 2023
Nicholas T,null,null,5,5.0,5.0,5.0,5.0,"Among the best, if not THE best, meal of my life. The service, food (5 course tasting menu), view — everything will create a night me and my wife will never forget as we celebrate both her birthday and our honeymoon",,Aug 2023
Julianne F,Cork,Cork,5,null,null,null,null,"My boyfriend and I had a lovely evening at the Nautika- I'd 100% recommend! The setting is stunning, just outside the walls of the Old city- we got the seats on the terrace which has a beautiful view of the Old Fort. This is the kind of place which could so easily feel pretentious but the waiting staff are so warm & friendly they made us feel right at ease. Our waiter (Ivan-I hope i remembered it right!) was just super. I had a 3 course meal (sea food trio, beef & raspberry mousse ) the flavours and presentation of everything was top class. IF you have a big appetite try the tasting menu, it looked great! We booked about a month beforehand so make sure to make a reservation!",,Jul 2023
Angela S,null,null,5,5.0,5.0,5.0,5.0,"We had a fantastic dinner, the view is amazing and so is the food. Our waiter Maro was very kind and catered to all of our needs.",,Jul 2023
Siof,null,null,5,null,null,null,null,"Amazing experience, beautiful food and top class service. Maro was such a delight and so accommodating and friendly. A gorgeous experience overall.",,Jul 2023
BM🇪🇪,"Espoo, Finland",Finland,5,null,null,null,null,"Lovely restaurant with great food and excellent service! Unfortunately this only day and exactly at that time we had our reservation, the thunderstorm arrived over Dubrovnik and we couldn’t enjoy the romantic view. But we had a light show directly from our table and it was experience itself. Highly recommend!",,Jul 2023
Flyer313347,null,null,5,null,null,null,null,"Amazing experience all around. The food, the service, the view, the wine. Would definitely recommend visiting for special occasions.",,Jul 2023
Naomi W,"Bramhall, United Kingdom",United Kingdom,4,4.0,4.0,4.0,5.0,"Being the number 1 restaurant in Dubrovnik and listed in the most beautiful restaurants in the world we had high expectations which, unfortunately, were not completely met.
We were greeted and sat at a fabulous table on the front row, the setting is quite reminiscent of The Cliff in Barbados. We then sat and sat, after several minutes and no water or menus we looked around to get a waiters eye, which we did and were duly given menus when we asked. Wine list is impressive as you would expect, Amuse bouche was like a savoury meringue which was a fantastic start. The starters were wonderful but spoilt by the lashings of truffle (see pictures) which for us were just too much. Main course tuna was lovely, sea bass flavours didn’t work for us however the pralines selection at the end was, like the Amuse Bouche simply wonderful.
So we had a lovely meal, it just wasn’t perfect and we would try somewhere else in the fine dining selection in Dubrovnik next time.",,Jul 2023
Anne F,null,null,5,3.0,5.0,5.0,5.0,"High class dining, very attentive staff. Our waiter Maro was amazing. Wonderful for a special night out during your travels in Dubrovnik. Probably not a great spot for families with children.",,Jul 2023
Bojan,null,null,5,null,null,null,null,We were there for sunset time. The view of the restaurant is perfect and I would suggest you to go there for sunset too! Great service and kind waitress! The food is delicious even the portions are small and 💶🤣,,Jul 2023
Angela C,"Miami Beach, Florida, United States",United States,5,null,null,null,null,Absolutely beautiful backdrop to a delicious and wonderful dinner. Marco the sommelier was awesome! Super knowledgeable and just a great guy. Highly recommend sitting on the main terrace to experience this amazing restaurant!,,Jul 2023
ltelford89,null,null,5,null,null,null,null,"Had dinner here in the first row and was served by Maro, he was fantastic and recommended some great wine, the food I could not fault, had the cuttlefish to start, lamb for the main which you could cut like butter and coffee Carmel for desert recommended by Maro and he didn’t disappoint, great experience and food! Highly recommend a visit",,Jul 2023
Erika N,null,null,5,null,null,null,null,Amazing food and amazing service! The best place to come in Dubrovnik! Will be coming back soon. Maro was magnificent!!,,Jul 2023
cherry h,null,null,5,null,null,null,null,"We enjoyed an evening at Nautika and we loved every minute of it. Thank you to the excellent staff for treating us so well, nothing is too much trouble. The food was delicious, we enjoyed a 5 course tasting menu which was perfect. We were advised on our wine choice as the wine menu is huge, but we enjoyed the choice which was made. The whole evening from start to finish was truly memorable in a unbelievable setting in Dubrovnik. We would thoroughly recommend this restaurant. Thank you.",,Jul 2023
Bruce C,"Bethlehem, New Hampshire",USA,3,3.0,4.0,4.0,5.0,"We were here 5 years ago and it was spectacular - everything about it - the food, the service, the ambiance; while expensive, it was well worth it. Not so this visit. It's changed a lot in 5 years. The service tried, but it wasn't anywhere near what it was 5 years ago, and they seemed to be tripping over each other too often. The food also wasn't nearly as good. It was very off when compared to 5 years ago. Definitely not worth the price and we wouldn't go back.
And I have to say it, but all three of us got food poisoning, but that's not the reason for my negative review. It just wasn't worth the price and wasn't that good.",,Jul 2023
dewayneb2002,"Riverview, Florida",USA,5,null,null,null,null,"Amazing food and the service is top notch with an incredible view. Our server, Mario, made our wedding anniversary wonderful.",,Jul 2023
Howard G,null,null,5,null,null,null,null,We came to celebrate our anniversary and we’re treated to an amazing dinner event. Our dinner was delicious only to be surpassed by the attentive and excellent white glove service we received.,,Jul 2023
Ivan,"Dubrovnik, Croatia",Croatia,5,null,null,null,null,Been here with my wife and had amaizing dinner with a spectacular view. Great service by Tomo and his guys... Place to recommend and place to come back!!!,,Jul 2023
Jennifer W,null,null,5,5.0,5.0,5.0,null,"My husband and I had an amazing and relaxing dinner. The view is stunning and the enthusiasm of our waiter, Maro, was much appreciated. He answered all of our questions with zest and excitement for the menu and it made our experience that much better. If the view isn't enough, there is a pianist that played the entire dinner to set the mood. We both got the beef fillet and it was life-changing.",,Jul 2023
etmcd,"Kirkland, Washington",USA,5,null,null,null,null,"Wow. White glove service with a view to old Dubrovnik and the sea. 

The service was literally the best. You will not find better service in Paris, New York or Milan. White gloves, perfectly attentive, helpful and friendly.

The wine list is not a list - it’s a huge book with over 650 bottles. You cannot go wrong! Definitely try the Croatian sparkling wine - Pavel Brut - so nice!

The food is Michelin-star quality. Every course was perfectly prepared and presented! 

Our dinner was 2 hours and 35 minutes - but we wanted to stay even longer. Nautika deserves every accolade!",,Jul 2023
Christie A,null,null,5,5.0,5.0,5.0,null,"Unrivaled excellence - from the professional greeting to the refined dining experience provided by Thomas and his staff flawless and impeccable, our thanks to Ivan who made our experience one to remember 

The food was outstanding the ambiance and setting delightful but it’s the meticulous attention to detail throughout our meal that left us speechless - so polished and sleek 

I can honestly say having eaten in top restaurants around the world that Nautika was up there with the best

Our thanks to everyone for such a wonderful memory of Croatia

The vegetarian menu is great",,Jun 2023
Danielle J,null,null,5,null,null,null,null,"Amazing restaurant in a gorgeous location.
We ordered ala carte and all of our options were tasty and well presented.
The wait staff can not be faulted & the wine list selection is vast!",,Jul 2023
Henrik H,"Stavanger Municipality, Norway",Norway,5,null,null,null,null,"Amazing experience from start to finish. No doubt the top resturant in Dubrovnik. 
Maro, our waiter for the night was exceptional and the food was 10/10.",,Jul 2023
Mrs Shaw,"London, United Kingdom",United Kingdom,5,null,null,null,null,"Outstanding food, service and views. We had the 5 course tasting menu and every dish was superb. The staff made a real effort to make our 9 year old daughter feel special with her rose lemonade mock tail which arrived in a birdcage, surrounded by rose petals. She loved it, we loved it. Highly recommend",,Jul 2023
Gøril Snørtelan... H,null,null,5,null,null,null,null,"Absolutely amazing experience! Great food, great wine and amazing service from our waiter Maro! Definitely recommend it. 10/10!",,Jul 2023
Evan C,null,null,1,null,null,null,null,"Where do I even begin with this disastrous dinner experience? From start to finish, it was an absolute catastrophe that left me with a profound sense of disappointment and a longing for the meal I could have had elsewhere.

Let's start with the ambiance. The restaurant boasted an elegant decor, but the atmosphere was anything but pleasant. The lighting was excessively dim, making it difficult to read the menu or see the abysmal food that was served. The noise level was deafening, making it impossible to hold a conversation without shouting. It was like dining in a chaotic cafeteria rather than an establishment that supposedly prided itself on fine dining.

The service was an absolute joke. The staff seemed disinterested and disengaged, as if they were doing us a favor by taking our orders. Our drinks took an eternity to arrive, and when they did, they were lukewarm at best. We had to repeatedly ask for simple requests, like utensils and napkins, which should have been readily available. It was as if the concept of attentive service was completely foreign to them.

Now, let's talk about the food. I ordered a supposedly ""signature dish"" that was recommended by the waiter, and it turned out to be an absolute disaster. The presentation was unappetizing, with sloppy plating that looked like it had been thrown together in a hurry. The taste was even worse. The meat was overcooked and tough, lacking any discernible flavor. The accompanying sides were bland and uninspiring, as if they were an afterthought. It was a dish that lacked any culinary finesse or creativity.

My dining companions fared no better. One had ordered a seafood pasta, which arrived cold and was swimming in an excessively oily sauce. The seafood itself was chewy and tasted stale. Another friend ordered a vegetarian option and was shocked to find that it consisted of a pile of undercooked vegetables that lacked seasoning or any depth of flavor.

To add insult to injury, the prices were exorbitant for the quality of the food and service we received. It felt like we were being charged for a five-star experience when we were served a meal that would be better suited for a cheap fast-food joint.

In conclusion, this dinner was an unmitigated disaster from start to finish. The lackluster service, unappetizing food, and inflated prices made it an experience that I wouldn't wish upon anyone. Save yourself the disappointment and seek out a different dining option where you can actually enjoy a satisfying meal and receive the service you deserve.",,Jul 2023
Carol D,"Mississauga, Canada",Canada,5,4.0,5.0,5.0,null,This beautiful restaurant was built right up on the cliff of the entrance to the Old City. My family and I dined on delicious sea bass and shrimp risotto and the restaurant provided a complementary little sweets tray at the end as we were too full to order a full dessert. It is definitely a unique dining experience.,,Jul 2023
Charlotte E,null,null,5,5.0,5.0,5.0,null,"The food was lovely en the service also perfect, the best from Maro!! Great place if you love wine and live music.",,Jul 2023
Mark S,"Dublin, Ireland",Ireland,5,null,null,null,null,"5/5 absolutely amazing on all accounts. Food, drink, setting and staff. A truly exceptional experience. Maro served us and went above and beyond during our meal. We celebrated a birthday and our engagement here. Thank you",,Jul 2023
dalita p,null,null,5,5.0,5.0,5.0,null,"Maro was the best server we have ever had in all of Europe! Beautiful scenery, dinner, and service! A must visit!",,Jun 2023
Odyssey373861,null,null,5,null,null,null,null,"The place was amazing, the food to die for and our waiter Maro was knowledgeable, friendly and polite. Would definitely recommend 💯",,Jul 2023
PeterVecseyFan,null,null,5,null,null,null,null,"Well worth the experience, and will definitely come again. Veal was spectacular, as was fish soup, Foie Gras, and Chocolate Dessert. For those of you thinking of dinning elsewhere, you get a wonderful experience for half of what you would pay for similar dinning in US, with live piano and ocean waves in background. Will be back!",,Jul 2023
Fran H,"Whitefield, United Kingdom",United Kingdom,5,null,null,null,null,"A lovely restaurant with an exceptional view! The food was delicious, and the atmosphere was great! Very friendly staff. Good value for money. I am a vegetarian and there were some choices for me- not easy to find in this area!",,Jul 2023
Jean H,"Atlanta, Georgia",USA,5,5.0,5.0,5.0,null,"This was right across the street from our hotel and we ate on the patio on a beautiful evening. right on the water to watch the sunset. Service is a bit over-the-top, but still friendly. Amazing cocktails that are a real show. Got a good bottle of Croatian wine. My husband has celiac disease and all desserts were GF, and they had GF bread. Great experience.",,Jun 2023
Carolyn A,"Ampfield, United Kingdom",United Kingdom,5,null,null,null,null,"An exquisite restaurant overlooking the ocean, fort and old city walls.

The Maitre d' and his staff were all delightful and very welcoming as was the wonderfully enthusiastic Sommelier. 
Dinner was indeed 5* fine dining at it's very best. We chose from the a la carte menu - Steak for myself (cooked to absolute perfection) and Lobster Tail for my husband - the eclectic mix of flavours was utterly devine. This was accompanied by a delicious sparkling Croatian wine, Misal Blanc de Blanc.
A wonderful evening spent in a wonderful restaurant. Thank you.",,Jun 2023
Dallas214too,"Dallas, Texas",USA,5,null,null,null,null,By far this was our best fine dining experience in Croatia. The table was one of the best in Croatia and the food and wine selection were superb.,,Jun 2023
swissroly,"London, United Kingdom",United Kingdom,5,null,null,null,null,"We had the tasting 5 courses menu, every course of top quality, excellent service from friendly staff, we finished of with an excellent Old Fashioned cocktail, can highly recommend it",,Jun 2023
Amos K,null,null,5,5.0,5.0,5.0,null,"Excellent service from Maro who attended to us through your our dinner with very detailed explanation on the ingredients and produce. Best thing about it is that he does it with passion! Food quality and taste is exquisite. Really enjoyed our time here. Great food, service and a magical view from the terrace! 

PS. Thanks to Anita for arranging a table with a splendid view!",,May 2023
Steve D,"London, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,"Incredible! The food, service, wine and view were all absolutely brilliant. 

We had spent a previous evening at Dubrovnik 360, which I now regard as one of the top restaurant experiences in the world, however, Nautika came very close on the food and service.

I have to say that the view at Nautika was even better than Dubrovnik 360, so it would be difficult to separate the two restaurants - if you have the budget, visit them both!",,May 2023
Jayne P,"Rochester, United Kingdom",United Kingdom,5,4.0,5.0,5.0,null,"Not only a breathtaking location with sumptuous food but the service was impeccable from Ivan the Tall. Attention to detail, seamless service, certainly was most welcome on such a stifling day. 
While away the hours whilst watching the sun set over the Dubrovnik city walls. Now that’s living! 
Thank you and we’ll done Ivan the Tall!",,Jun 2023
Lauren S,"Wellington, Florida",USA,5,null,null,null,null,Phenomenal fine dining experience. The staff is attentive and friendly. We did the tasting menu. Could be one of the best best deserts ever. We spent the meal in the upstairs dining room which was private and luxurious and desert on the patio with an exceptional view.,,Jun 2023
Juhi C,null,null,5,null,null,null,null,Tasting menu was par excellence. Maro’s attention to detail and explanations on each course is much appreciated. We had a very enjoyable and memorable evening,,Jun 2023
Share your plate,null,null,5,5.0,5.0,5.0,null,"The unmatched dining experience from the start until the end!

5 course taster menu, 5 beautifully made, balanced and planned dish complemented with a 5* service by Maro!

This restaurant should be awarded with some Michelin star! I am sure this will happen as hard work always pays off and this place with the people are doing their best!",,Jun 2023
Ian D,"Pontypridd, United Kingdom",United Kingdom,5,null,null,null,null,Absolutely fantastic culinary experience topped off with the excellent Maro!! You couldn't ask for a better place to eat and treated like royalty!,,Jun 2023
Vitus W,"Hong Kong, China",China,5,5.0,5.0,5.0,null,"The restaurant is recommended by the Hilton hotel concierge to us. It is an excellent recommendation. First night we get an inside seating. Food is excellent and also staff is very professional and knowledgeable. Good wine recommendations. 
The manager also introduced their sister restaurant and arranged the lunch booking with perfect view for us the next day at the top of the cable car station. We were so impress.
With all the above, we have decided to go for another dinning visit before we leave. We are so glad to have an outside seating arranged with a perfect view of the Old City Wall. Food and wine is consistently good as well as their hospitality.",,Jun 2023
Kkgriff,"Little Rock, Arkansas",USA,5,5.0,5.0,5.0,null,We loved this restaurant. Everything was excellent and the views are to die for. The staff is very attentive. We did the tasting menu with wine pairing. I can say out of the several michelin restaurants we have tried this one definitely deserves a star. We will be back and highly recommend you make a reservation early.,,May 2023
Dan F,"Atlanta, Georgia",USA,5,5.0,5.0,5.0,null,"Wednesday, 7:00pm: ""Mr. F, this is Petra at Nautika. We had your reservation at 6:30. Are you still coming?"" Nothing like this type of call to ruin the start of your evening when you realize you'd entered the wrong time in your calendar. I explained that to Petra and asked if we should still come...at 7:30pm. She was so gracious. ""Yes, please do. You have your table (front row by the sea) until 9:15pm and if you're having desert at that time, please enjoy it in our inside seating area."" We hurried and were seated at 7:30. I apologized to the manager and Mauro, our server. Within moments we were served drinks and appetizers as we gazed out at the beautiful view from our table. Four different olive oils were presented...one for each course. Each dish was sumptuous and creative in presentation. Mauro was efficient (he had to be as we were one hour late), friendly and engaging. At dessert (interestingly at 9:15pm, I offered to move from our table as I knew it was assigned but Mauro insisted, ""No, sir. We've enjoyed having you. Please stay as long as you'd like."" This was honestly a surprise as every table on the front row had indeed been turned. He then brought us Croatian dessert wine compliments of himself. I asked for the manager, complimented the entire experience and asked why they didn't have a Michelin star (or 2) and he was gracious, saying their focus is their customer. Well done, Nautika team. We'll be back.",,May 2023
Kenny M,"Chesterfield, United Kingdom",United Kingdom,5,null,null,null,null,Stunning food in a beautiful location. Staff were friendly and very attentive. The somelieir gave excellent recommendations to match our courses. All the dishes were seasoned well and presented beautifully. Mario needs a special mention for looking after us. Highly recommend,,Jun 2023
Wade Travis,"Austin, Texas",USA,5,null,null,null,null,"Ok, this was the most beautiful, romantic, 5-star restaurant we’ve ever been to; our seats on the terrace overlooking the old city and Adriatic was too amazing to describe. The food and service equaled the view; our server, Valentino, made the experience memorable for us with great attention to detail. Would highly recommend!",,Jun 2023
Liam B,"Croydon, United Kingdom",United Kingdom,5,5.0,5.0,5.0,null,It was an amazing night with stunning views and great food. Maroje was a great waiter and made us feel very welcome.,,Jun 2023
Aisling B,null,null,5,5.0,5.0,5.0,null,"Maro was an excellent waiter! The food, wine & cocktails were top class! All the staff were very helpful! Couldn’t recommend it enough",,Jun 2023
Becky J,null,null,5,null,null,null,null,"Wow, what an amazing experience! We’d heard good things about Nautika, but our expectations were totally exceeded. We went for the 7 course tasting menu and everything was delicious. We also tried a few local wines which paired perfectly with our food. The location is so scenic and the decor inside and out is lovely. Our table was on the terrace looking out to sea so we had a wonderful view. The Service really was top notch, all staff were fantastic and our waiter, Maro, is a real asset to the place. He made our evening all the more special, with his great knowledge and passion! Thank you!",,Jun 2023
Jaimie spriggs,null,null,5,5.0,5.0,5.0,null,This place is fabulously located on the water and the food was amazing. Highly recommend! Maro our server was not only knowledgeable about the menu but clearly passionate about each dish and individual ingredients.,,Jun 2023
Debbie S,null,null,5,null,null,null,null,"Had a great time for my birthday. The food was excellent, very pricey but worth it. The waiter is very knowledgeable about each course which makes it a very interesting experience. The portions are just very small",,Jun 2023
OnAir10356620071,null,null,4,null,null,null,null,Very beautiful spot with a great view. Definitely order fish and some dessert. Also great cocktails that add to the experience.,,Jun 2023
IK70,"Espoo, Finland",Finland,5,null,null,null,null,"A great place to celebrate an anniversary: Superb food, excellent service and what a view! Mentioned in Guide Michelin, and for a good reason. Not cheap, but worth it in every way.",,Jun 2023
Audrey N,null,null,5,null,null,null,null,"We were suspicious because of the amazing view and feared that they could then serve horrible food, but everything was fabulous. The view was amazing but the service, the wine and the food were incredible and if we were here another night, and we could get a reservation, we would come again.",,Jun 2023
kevin,"New York City, New York",USA,5,null,null,null,null,"5 stars for service, food, and location. Everyone in our group had a wonderful meal and the staff made it a memorable night.",,Jun 2023
Jan,null,null,5,null,null,null,null,"Beautiful restaurant with live musician playing piano. We were welcomed with wonderful staff. Our waiter Maro was on point! He was very personable, attentive and knowledgeable. The food was delicious and the views were just as good! 

We even received complimentary chocolates for dessert and liquor which was a pleasant surprise!

10/10 would recommend to family and friends! 

Thank you again for a wonderful experience, Maro!",,Jun 2023
Tom51960,"Boston, Massachusetts",USA,5,5.0,5.0,5.0,null,"We had wonderful dinner here with great staff, view and food. We had fantastic seafood, but others appeared to be enjoying their meat dishes as well. Great wine suggestions. There are many restaurants to choose from inside the old city. This one is just outside and totally worth the extra walk. Close to the Hilton as well.",,May 2023
R K L,"Seattle, Washington",USA,5,5.0,5.0,5.0,null,"Arguably one of only several which should be considered the finest restaurant in Dubrovnik, Nautika Restaurant was the definition of elegant dining at its finest. Reservations to garner a table on the terrace with incredible views of the Adriatic Sea and Fort Lovrijenac were a must. The ambience in this beautifully-restored mansion was replete with live piano music suitable for the space and decor. 

It should come as no surprise that the food was beyond amazing. They made it very easy to order by providing tasting menu options with both five and seven courses. We opted for two of each to allow for the maximum tasting experience. However, should we have chosen to be more adventurous, we could also have cherry picked from their a la carte options which were extensive. Several bottles of the Posip Intrada were an uncomplicated pairing and excellent. It was truly a magnificent dining experience in Dubrovnik, but be forewarned that such excellence came at a price. The evening outing for four before gratuity was 825.99 euro...but definitely worth the price!",,Oct 2022
williamcram,"McLean, Virginia",USA,5,5.0,5.0,5.0,null,"Had seven course tasting menu. Every course was spot on. Veal dish was more well done than I cared for, however, it still rated 4.5 stars. Service was impeccable. Advise make reservations much in advance as possible.",,Jun 2023
Jasmin H,null,null,5,5.0,5.0,5.0,null,"Amazing restaurant, food and view is second to none and Maro was incredible, such great service! Would definitely go back!",,Jun 2023
Stephen M,null,null,5,null,null,null,null,"I wanted our last night in Dubrovnik to be extra special so I searched hard for the perfect spot. Based on stellar reviews, I chose Nautika and booked it months in advance. Once we arrived, someone downplayed it, which made me hesitate for a moment. But we stuck with it, for which I’m thrilled because it was the crown jewel of our tour of the Balkans! We were seated in the second row from the wall, which was beautiful, facing the illuminated St. Lawrence with amazing views of the Adriatic. The service was top notch, white glove service across the board. Our cocktails were imaginative and theatrically presented. The food was sublime across the board. Like most people, I don’t mind paying a lot for truly good cuisine but despise feeling ripped off. Don’t worry because Nautika delivered. I was ready for an upscale meat dish. The steak was cooked to perfection and the accompaniments were lovely. Dessert was a work of art and the wine with our entrees sealed my new love for Croatian reds. We marveled at the service. And it was great value! I was ready to break the bank but didn’t need to! Thank you, Nautika, for a beautiful meal and an overall unforgettable dining experience!",,May 2023
Nick E,null,null,5,null,null,null,null,"Spectacular setting, incredible food, superb wine list and attentive service.
I seldom write restaurant reviews because I'm a miserable bugger and I am rarely impressed, but Nautika truly is an exceptional dining experience. It delivers a unique and highly memorable 5* taste of Croatia.",,Jun 2023
Kasey K,"Atlanta, Georgia",USA,5,null,null,null,null,"We had 6 couples for dinner at Nautika. We sat in the upper outdoor terrace. The view was spectacular, and the service and cuisine were superb. Highly recommend!",,May 2023
Cassandra B,null,null,5,5.0,5.0,5.0,null,"Beautiful dinner in an amazing location, great experience. Delicious food with excellent service. A must try experience when in Dubrovnik! Shout out to our waiter Maro who helped create such a memorable dinner!",,May 2023
Kmgaynes,"Overland Park, Kansas",USA,5,null,null,null,null,"I don’t even know where to begin here. Absolutely EVERYTHING was amazing! The staff was friendly and very helpful with explaining the meals. The ambiance was perfect - outdoors in May, beautiful breeze off the water as we sat outside and enjoyed an amazing seven course tasting menu with wine pairings. I have to start with the wine - they were all Croatian wines and they were some of the best I’ve ever had. The tasting meal included veal, shrimp, cuttlefish, cheese, and dessert. I was so full but couldn’t pass up the tasty food. Our server, Super Mario, was kind, knowledgeable, and on top of everything. He never missed a beat and was so personable. They all were. I highly recommend this place. It is a bucket list trip and this was a bucket list meal that I will never forget.",,May 2023
Suzanne M,"Philadelphia, Pennsylvania",USA,5,null,null,null,null,"If you would like a special night out, Nautika is it. The white glove service (literally) was fantastic, the cocktails and food were impressive, and the view is spectacular. The portions are not meant to be shared so keep this in mind when you order - we are a family who shares appetizers but these were a bit small to do so. There were little surprises from the chef in between and some fun theatrics with the preparation. Definitely recommend.",,May 2023
A_Pint88,"London, United Kingdom",United Kingdom,5,4.0,5.0,5.0,null,It has a great atmosphere in a perfect location and settings. We had some of the best grill fish there. The service was great and we had a great time just to enjoy the moments.,,Jun 2022
Elisha G,null,null,5,5.0,5.0,5.0,null,"Beautiful spot and view overlooking the sea. Food - INCREDIBLE. We loved it all, everything felt so special, the staff are so helpful and lovely, with great recommendations. Loved everything - recommend the beetroot and tuna tartar! Delish 😋",,May 2023
Alex R,null,null,5,5.0,5.0,5.0,null,This place is top notch and highly recommended and exceeded expectations! Maro my server was exceptional! Fine dining at its best!,,May 2023
Katy E,null,null,5,null,5.0,5.0,null,"We had the BEST dinner! The view, the service and mostly the food was incredible! Mato was so kind and attentive. We will be back♥️",,May 2023
Eva,"Prague, Czech Republic",Czech Republic,4,null,null,null,null,Beautiful setting of course - could hardly be better. We had fresh grilled fish which was good but not as good as the grilled fish we have had in other restaurants in Croatia.,,May 2023
CORNEA1,"CLEARWATER, FL",USA,5,null,null,null,null,Excellent food and service! The waiters were very helpful and explained each dish. Food was prepared perfectly. Wine was expensive but very good.,,May 2023
Jayde M,"London, England, United Kingdom",United Kingdom,5,null,null,null,null,"All I can say is fabulous, if your visiting Dubrovnik and you want a fabulous dinner experience Nautika is the place to be.

The venue 10/10
The ambiance 10/10
The food 9.5/10
The drinks 10/10
The service 100/10

I'm guessing your wondering why I gave the food 9.5/10 portion size only, its a MICHELIN star restaurant small portion are normal but I would of love 2 more lamb pieces as they were so good. 

We had the Shrimps and Scallop hot starters with the Lobster Tail & Lamb Dalmatia for our main and it all was fabulous. 

They have a great wine selection (over 600) but I personally order the cocktail which I loved. 

You will receive a full white glove service from when you reach the door until you leave and I love that. The service wasn't stuffy everyone that serviced us had great personality and made us feel very welcomed. 

Thank you to everyone that work on Sunday (esp Mario) it was a lovely evening.",,May 2023
Jordan B,null,null,5,5.0,5.0,5.0,null,The most amazing view the town has to offer. Perfect for a romantic dinner. The service is exquisite. We have been looked after by Maroje.excellent service,,May 2023
Traveler66467514187,null,null,5,5.0,5.0,5.0,null,"Beautiful location, experience out of this world. Amazing chef - lobster a dream come true! Mica took good care of us! Thank you - we will be back!",,May 2023
Sandra P,null,null,5,5.0,5.0,5.0,null,"Amazing good, spectacular dinner eith breathtaking views!!!! Where else would you rather be? Thanks to Mica - what an absolute star! Loved every second!",,May 2023
chrisflowerz,birmingham,birmingham,5,5.0,5.0,5.0,null,"Maro, our main waiter, was friendly, helpful and attentive. He’s a very passionate and proud local who helped make our special celebration even more special. The food was outstanding and the romantic setting and views are perfect. The best way to end our stay in Dubrovnik.",,May 2023
Cristina L,null,null,5,5.0,5.0,5.0,null,"What a perfect dinner during our honeymoon. we sat at the edge of the main terrace overlooking Fort Lovrijenac. We had such an amazing view, and the sound of the waves crashing on the rocks below really set the mood. The service from Ragusino and the rest of the staff was absolutely perfect. and the food was fun and delicious. We will recommend Nautika to anyone visiting Dubrovnik.",,May 2023
Alice,null,null,5,null,null,null,null,"Everything about this restaurant was amazing! The pianist when you arrive, the decor, food, staff were impeccable, couldn’t fault anything!
Loved Mario and his colleagues sense of humour they made the experience even more enjoyable, they looked after us so well and made us feel so welcome - thank you",,May 2023
stine S,null,null,5,5.0,5.0,5.0,null,The service was amazing and so was the food! Would absoloutly recomend! 10/10 for the service!,,May 2023
Leah S,null,null,5,4.0,5.0,4.0,null,The food was amazing and all local a simple but sophisticated menu. The service was the best Maro and his team were attentive to our every need!,,Mar 2023
Anna P,null,null,5,5.0,5.0,5.0,null,"The food is incredible, service is impeccable and views are stunning. We received a very warm, friendly greeting and all staff were extremely hospitable. Special mention to Maro who was so attentive and knowledgable. Highly recommended.",,May 2023
Akki,"Cambridge, United Kingdom",United Kingdom,5,null,null,null,null,"Just had the most enjoyable birthday dinner here and just had to write a review before I forget. 
The setting is second to none. Truly spectacular location just outside the city walls of Dubrovnik with views of the Adriatic and the fortresses of Lovrijenac and Bokar.
The food was an absolute triumph.
Every single dish was masterfully balanced in flavour and exquisitely presented.
We have eaten in many a Michelin starred restaurant and I would say that this restaurant is easily up there with them!
The white gloved waitstaff were effortlessly friendly, genuinely happy to serve us and so attentive that literally nothing went unnoticed! Glasses were filled without you even noticing, serviettes placed back on your lap after you returned from the bathroom and pictures taken with grace and good humour.
Cannot praise this restaurant enough for a wonderful and memorable dinner.
Well done and keep it up",,May 2023
