username,location,country,rating,rating_value,rating_service,rating_food,rating_atmosphere,review,title,date
Tangogold,"Wrightsville Beach, North Carolina",USA,5,5.0,5.0,5.0,5.0,Obren was the best waiter ever! So accommodating and wonderful!! The lunch was great!!! Perfect way to end our trip!! We hope to be back to Dubrovnik and will return here!!,,Apr 2024
Wander13609997240,null,null,5,5.0,5.0,5.0,5.0,Great place for dinner- beautiful views of the harbour and the staff are very nice and accommodating with heaters/ blankets at night. We were waited on by Obren and Ivan on different nights and they were great! Food is fantastic and staff are so nice. One to add to the list for Dubrovnik!,,Apr 2024
Éilis H,null,null,5,null,null,null,null,This is a great spot to eat at any time of the day! Staff are super friendly and welcoming. The views of the harbour are stunning. Obren was a great waiter!,,Apr 2024
Aml,null,null,5,null,null,null,null,"From the moment I stepped inside, I was greeted with warmth and hospitality. Obren was a great waiter. The exquisite cuisine, impeccable service, and inviting ambiance make it a must-visit destination.",,Apr 2024
Doug K,"Raleigh, North Carolina",USA,5,5.0,5.0,5.0,5.0,"Wonderful Food, Service, and Ambiance. We returned twice in two days. The harbor views are gorgeous, and the food and staff are brilliant. This place could be my home away from home. Thank you Ivan.",,Apr 2024
Kasia L,"London, United Kingdom",United Kingdom,5,null,null,null,null,Excellent location. The view from the terrace is stunning. Food was delicious and service from Obren was top notch. I’d go back any time. Thank you!,,Apr 2024
brian M,null,null,5,null,null,null,null,"all though we didn’t have a reservation the staff were extremely friendly and accommodated us, we were sat at a beautiful table looking over the old port, the soup was incredible! as was all other courses, our server Stjepan was extremely friendly and professional and we will definitely be back again.",,Apr 2024
Steven A,"Swindon, United Kingdom",United Kingdom,5,null,null,null,null,"Stjepan and his colleagues were fantastic.

Great food, good atmosphere and fabulous views. Service was great and the staff were really friendly.",,Apr 2024
princelover,"Basingstoke, United Kingdom",United Kingdom,5,null,null,null,null,"We have had an excellent meal tonight. The bourbon beef gnocchi was amazing! The service though was the best we have had in a long time, shout out to stjepan who really looked after us. Thank you!",,Apr 2024
Katie L,null,null,5,5.0,5.0,5.0,5.0,"Our waiter Marijo really made our evening! He was so kind and looked after us the entire time we were there - bringing us a heater, hanging our bags for us, and generally making sure we were happy and comfortable the whole time! The food was delicious and the view was gorgeous! We had such a wonderful time and really recommend!",,Apr 2024
Fran,null,null,5,5.0,5.0,5.0,5.0,The most beautiful location and delicious food. Lovely welcoming staff: antun (very attentive and conversational waiter) and Anna (brilliant photographer). Would highly recommend a visit here!,,Apr 2024
dbjhmb,"Half Moon Bay, California",USA,5,null,null,null,null,"Stunning views, elegant setting, and the hospitality was extremely warm, professional, and caring. Our table of six came over an hour early for our reservation, and they swiftly accommodated it with prime seating, and gorgeous views. Food was sublime and showcased the delicious and fresh ingredients of the local seafare. Evo our server was impeccable and kind. Floor manager was also great vibes! We would definitely come here again and it’s great for small and large parties. Best seating and views of the fortress, walls and pier.",,Apr 2024
Jimena T,null,null,5,4.0,5.0,5.0,5.0,"incredible service by Mjera Iznos, incredible food and view is awesome, all the staff is kind and the music of the environment is very relaxing, loved this place",,Apr 2024
Trip07263664540,null,null,5,null,null,null,null,"Had a great breakfast being served by Marietta! Amazing views if you sit next to the water, great menu items and reasonable prices. Highly recommend!",,Apr 2024
Tom C,"Shifnal, United Kingdom",United Kingdom,5,5.0,5.0,5.0,5.0,"This is absolutely the best restaurant I have ever dined at. I booked an evening reservation out on the terrace for my wife's birthday. We were treated like royalty from start to finish. Our Hostess and Waiter were impeccable. The food was the best, the wine as suggested was great and our waiter was very knowledgeable and helpful. 

The team very kindly brought over a heated lamp for us when we sat down, and brought over extra blankets for my wife. We never touched the wine or water once. Everything was looked after for us. We received a complimentary happy birthday cake and a congratulations on our birthday and forthcoming wedding anniversary. Absolutely impeccable. 

We visited lots of places during our shop in Dubrovnik but this was above and beyond the best. Thank you so much.",,Mar 2024
Florchin,null,null,1,null,null,null,null,"We went for dinner with my family to this restaurant as it was recommended by other friends that came by. I was really surprised about the quality of the whole dinner taking into account the prices we were paying. 
I had a steak that came in a huge cold plate dry as a shoe sole, with cold mash and a very little of a cold sauce it didn’t have any flavors. My mum had the chicken with polenta and puttanesca sauce and it was the same, no taste at all. the polenta was flavorless (coming from italian family we love polenta) the chicken was dry, and the puttanesca a joke like out of a tomato can! all food was cold and with no taste. Then my two friends had the duck which was just barely alright. For entree we shared a plate of zucchini which was just ok (it wasn’t even half a zucchini on the plate), and some grilled vegetables, (that well, you can’t really go wrong with that), plain dry grilled vegetables . We told the waitress when she asked us about how was our meal, and very kindly they offer us two desserts an apple pie and a chocolate cake, and both were the same quality of the food! the apple pie was made with something like boiled mashed apples? Not sure how to describe it, with a very hard pastry and again, tasteless. the chocolate cake seemed to have been in the fridge for at least a few days, it was hard as rock, completely dry and the taste was the same as when you leave something uncovered in the fridge for a very long time and you forgot it was there!
It wasn’t really worth trying to discuss with the waitress anything as it’s not their responsibility to provide for a good quality of food. I’ve payed almost £200 for the four of us. 
Really not worth any of that. 
The day before we went to a small restaurant around there Bura Bistro ( just by mere coincidence) we payed half the price of this dinner and the food was absolutely delicious and great service!",,Apr 2024
Nora W,null,null,5,5.0,5.0,5.0,5.0,"I always go here when I’m in Dubrovnik, it’s one of my favourite restaurants! The food is great, anything you order on the menu is guaranteed to be delicious and the service is outstanding! I have been here with family and friends but also alone several times. Highly recommend visiting here if it’s just for a drink, lighter meal or dinner.",,Apr 2024
torih1976,Northampton,Northampton,5,5.0,5.0,5.0,5.0,"Wonderful restaurant with amazing food, fantastic views and very attentive and kind staff. Would recommend this place 100 percent and we will be returning .",,Apr 2024
The Autistic Traveler,"Bloomington, Indiana",USA,5,null,5.0,null,5.0,"I only purchased a bottle of water here, but the staff at this elegant establishment are probably the kindest and most accommodating in the city. I sort of arrived desperately late at night, close to closing time at midnight, because I wondered if anyone had a spare iPad charging cable I could borrow overnight, as I completely forgot mine at the last hotel I stayed at. Thankfully a member of staff had an extra cord they let me use, and when I asked politely (not expecting a yes) if I could keep it and return it tomorrow morning, they were more than willing to allow it. It was a real lifesaver for me.

Thank you SO SO MUCH to everyone here at Gradska Kavana Arsenal for their hospitality and understanding of my situation! I will return for an actual meal on my next trip to Dubrovnik!",,Mar 2024
Sue-Ann S,null,null,5,null,null,null,null,Fab food in a fab location. Very friendly and efficient service from Oberon. Breakfast was delicious. Would recommend. Stunning views.,,Apr 2024
Emily-mae H,null,null,5,null,null,null,null,"We had a lovely breakfast here. We had a lovely view from our table of the port. 
Obren was a great server ☺️ would recommend a visit if in Dubrovnik.",,Apr 2024
Jonathan H,null,null,5,5.0,5.0,5.0,5.0,Such amazing vibes like no other in the world. Obren our waiter was out of this world such a nice guy and really catered to our needs. Would highly recommend and please ask for Obren if he’s around!,,Apr 2024
Lindsay K,null,null,5,null,null,null,null,"Best food we have had in Dubrovik. The waiter, Obren, was fantastic. We would highly recommend this restaurant for it's outstanding food and service.",,Apr 2024
Ursula,null,null,5,null,null,null,null,Gorgeous restaurant for dinner - really good quality food at reasonable prices for Dubrovnik old town. Staff are lovely and very attentive - our waiter Obren was fantastic. Beautiful to sit by the water,,Apr 2024
Camila Ghisolfi,"Dublin, Ireland",Ireland,5,5.0,5.0,5.0,5.0,"The food was so delicious, incredible service of Nemanja, our kind and proactive waiter. I can recommend the steak tartare, truffle pasta and the almond and lemon cake for desserts. I will definitely come back!",,Apr 2024
Barbara D,null,null,5,5.0,5.0,5.0,5.0,"Excellent food excellent service, Obren went all out to give us a fabulous experience and meal. We have been here 8 times and if you like sea bass and fish soup this is the restaurant to eat at. View is magnificent and the variety of cakes are outstanding. Picture here is the almond white chocolate cake. Must have it with sherry. A fabulous restaurant in Dubrovnick with everything and more you would want for a wonderful meal and experience.",,Mar 2024
Yuka M,null,null,5,null,null,null,null,"I ordered a black risotto and Dubrovnik crème caramel. The food was delicious and I enjoyed local traditional food. The atmosphere on the terrace by the port was amazing! It was great quality overall. On top of that, the waiter Obren was very nice and attentive. He explained food very well and I spent a great time here.",,Mar 2024
Leia L,null,null,5,null,null,null,null,"Our Uber driver recommended Arsenal for their espresso and we were worried it was going to be a decent restaurant with a nice view. But boy were we wrong. The food, truffle mushroom pasta, black risotto, sea bass, steak sandwich and cocktails were EXCELLENT! Oh did I mention the service? Our hostess was very lovely and friendly, sharing a story of her recent travels. And our waiter Džoni (Johnny) was attentive without being intrusive, knowledgeable about the menu with great recommendations and so pleasant. We had a lovely afternoon here! 
The view is nice from the veranda. But when you e just finished two walking tours, being inside, away from the elements and in a temperature controlled climate is awesome. 10/10 recommend",,Mar 2024
evancotter,"County Dublin, Ireland",Ireland,5,5.0,5.0,5.0,4.0,"Had a great night with my family here, food, view & service was fantastic. Davor, was exceptional. Would highly recommend.",,Mar 2024
erasou01,"San Diego, California",USA,5,null,null,null,null,We had a wonderful experience dining at this restaurant! We showed up on a Friday evening without a reservation during low season and were greeted warmly by the hostess. They very fortunately had one prime spot on the patio opening up shortly after arriving. We sat in the comfy lounge chair seating while they cleaned the dining table with a lovely seaside view. Besides the gorgeous view the food was amazing. I had the Black Risotto which was so delicious! Mario was our fantastic waiter! He was the sweetest and so attentive and gave the best recommendations not only for food here but also for local sights. I cannot say enough good things about him! I truly believe he was the best waiter I've ever had. We love him so much! You must try the Dubrovnik Creme Carmel for dessert too!!,,Mar 2024
JacToz,null,null,5,4.0,5.0,4.0,4.0,We had such an enjoyable dinner here that we came back for a second evening. Our waiters Marijo and especially Antun were helpful and attentive. The meat and seafood were extremely good - and we also enjoyed the apple pie. Lovely spot and atmosphere.,,Mar 2024
Blaire G,null,null,5,5.0,4.0,4.0,5.0,This spot is beautiful for a fancy dinner on the water! Around 30 euros per person. The staff were so friendly and very tall.,,Mar 2024
Hannah-Joy P,null,null,5,5.0,5.0,5.0,5.0,"Turned up looking for good food and it exceeded our expectations, our server Stjepan provided the best service we’ve ever received - made our night truly wonderful, would highly recommend this restaurant to groups and couples. Plus the food was brilliant 😉",,Mar 2024
eugenio a,null,null,5,null,null,null,null,Great dinner spot with great service. Stephon was an amazing waiter. Will definitely be back when in Dubrovnik. Ask for Stephon,,Mar 2024
Denise Y,"San Diego, California",USA,5,5.0,5.0,5.0,5.0,"The staff was amazing! Marijo did a fantastic job as he was very attentive and friendly. 
Great food and wonderful service. 
I would give it a “10”",,Mar 2024
Christopher W,"Reading, United Kingdom",United Kingdom,5,null,null,null,null,"Wonderful food, wonderful people. Stjepan waited on our table with an enthusiasm and knowledge for wines, all staff are a credit to the restaurant",,Mar 2024
Josh P,"Bristol, United Kingdom",United Kingdom,5,5.0,5.0,5.0,5.0,"Fantastic food, beautiful atmosphere in the back patio. Great service and the octopus salad was yummy. Marijo was a great server with great and honest recommendations",,Mar 2024
Joan C,null,null,5,null,null,null,null,"We had an excellent lunch. Robert, our waiter was very helpful and spoke excellent English. We highly recommend this beautiful restaurant.",,Mar 2024
Orla C,"Dublin, Ireland",Ireland,5,4.0,5.0,4.0,5.0,"Really nice atmosphere, cocktails delicious, very well priced, Marietta, our server, was really helpful and pleasant to deal with. Food excellent, would definitely recommend",,Mar 2024
Mel F,"Newcastle, Australia",Australia,5,null,null,null,null,"Exceptional service from start to finish. Accompanied by the most amazing view. We had the squid and fillet of the day, both so delicious and fresh, cooked to perfection! Every mouthful was an experience hard to beat. 
Thanks Davor and team. We can't recommend highly enough.",,Mar 2024
Jorge C,"Medellin, Colombia",Colombia,5,null,null,null,null,"The breakfast went very well, honestly the best I have ever eaten in Dubrovnik.

If we were there one more day we would eat here again.",,Mar 2024
Lennart,"Zaandam, The Netherlands",The Netherlands,5,null,null,null,null,"The service was very good, delicious food! Highly recommended! The staff is very friendly and professional. We enjoyed a wonderful evening.",,Mar 2024
Jordan Kerr,null,null,5,null,null,null,null,We had a great experience here! Our server Robert was very friendly and accommodating. The food was delicious and the drinks were too.,,Mar 2024
Nathan A,null,null,5,null,null,null,null,Incredible food. Waiter was very attentive and made great recommendations for dinner . Ambiance was superb right on the harbor.,,Mar 2024
Jessica M,null,null,5,5.0,5.0,5.0,5.0,Super great food and great customer service! The staff were incredibly nice and friendly. Amazing view of the sea of Dubrovnik as well! Highly recommend!,,Mar 2024
Sandra,null,null,5,null,null,null,null,"Great food, view & service from Obren..
Homemade pasta with crab sauce & uni was fantastic. Highly recommended if you are in Dubrovnik!",,Mar 2024
Mia B,null,null,5,null,null,null,null,"Obren was so lovely! Beautiful food, beautiful location right on the water and very well priced too. Will definitely be back! Weather was overcast when I went but still a stunning outlook.",,Mar 2024
Lizhenrii,"Colorado Springs, Colorado",USA,5,null,null,null,null,"5 out of 5 ! Amazing service, this is off season and we were able to be sat without reservations but I would think in the summer time this place gets packed. The food was perfect !!!! Best of the best ! Hands down a beautiful experience, the views are gorgeous as well.",,Mar 2024
Athena D,null,null,5,5.0,5.0,5.0,5.0,"This restaurant is so wonderful and right on the harbour with amazing views. All the staff can’t do enough for you, especially Ivan who is so fun and attentive. Will deffo recommend to anyone visiting Dubrovnik for a wonderful authentic experience. Great food, great service and great views.",,Mar 2024
も か,null,null,5,null,null,null,null,"Obren
The view was so nice.
We can choose a seat seaside or cityside.
I chose the seaside and it gave me a great view. The coffee and the cake is also good. The staff are very friendly. I had a good time.",,Mar 2024
Jessie H,"Bend, Oregon",USA,5,5.0,5.0,5.0,5.0,"Location was beauty-full. Right in the water. Heating lamps and blankets made sitting outdoors nice and cozy. Marijo, our server, was very welcoming and attentive. The local white wine and catch of the day paired wonderfully together. Both were incredible light and fresh! Hvala Marijo for the incredible service!",,Mar 2024
Shelby S,null,null,5,5.0,5.0,5.0,5.0,Obren was a great server and very inviting. The seafood risotto was amazing. The location is right on the water with great views of Dubrovnik.,,Mar 2024
Sheila R,"Kilkenny, Ireland",Ireland,5,5.0,5.0,5.0,5.0,"Beautiful view, wonderful food and service. One of a kind experience here in Dubrovnik. Fondest memories 
Our waiter Obran went above and beyond. Couldn't recommend highly enough 👌",,Mar 2024
Eléanore B,null,null,5,5.0,5.0,5.0,5.0,"Restaurant very agreable and chic at very affordable prices. Obren, was friendly, nice, attentive and the pasta was delicious.",,Mar 2024
Nina X,null,null,5,5.0,5.0,5.0,5.0,"The food there is so good. Robert is so good. He is so heartwarming and enthusiastic. Robert’s service is thoughtful; we had a nice dinner with him. In addition,the view is excellent.",,Mar 2024
Conor_IRL_1,"Dublin, Ireland",Ireland,5,5.0,5.0,5.0,5.0,"Great location great food great service and good value for money.
What more does anyone want when they are on holidays.
Will be back for more.",,Mar 2024
Greta F,null,null,5,5.0,5.0,5.0,5.0,"Best food and best service. Oberen was the best server, offered great advice on the city and was the perfect amount of service and talkitiveness. We learned so much and had the best time. Best view of the city. I got the seafood risotto, was amazing. My friend got the the mushroom and truffle linguine and it was divine.",,Mar 2024
Kiera F,null,null,5,null,null,null,null,"Excellent service from Obren! Delicious desert, cocoa and cocktails! Lovely environment, you must try the truffle margarita and the cherry and walnut Croatian brandy if you get the chance :)",,Mar 2024
Liv F,null,null,5,5.0,5.0,5.0,5.0,"Obren was incredible!!!! Such a nice facility. Apple pie and almond cake was amazing, the truffle margaritas are a must try!!! Very pretty venue. Excellent service💗💗",,Mar 2024
Alina,Germany,Germany,5,null,null,null,null,"We were here more than once during our stay.
Both breakfast and dinner were exceptionally good.
The portions were large and of good quality.
Our waiter that evening, Obren, was extremely friendly and accommodating. All the other employees there were also very nice and attentive.
Even though this is a very fancy restaurant, the prices are absolutely fair. Some snack bars in the old town charge significantly higher prices.
Absolute recommendation if you are in Dubrovnik.",,Mar 2024
Ariel P,"Miami, Florida",USA,5,null,null,null,null,"Best Place in Old Town Dubrovnik, ambience relaxing and charming, food amazing and service exquisite, special mention to Obren, who is very professional, attentive and friendly 👏🏻👏🏻👏🏻👏🏻. I went one day for a drink and came back the next day to try the famous Black Risotto which was delicious. Prices are reasonable having in mind location and amenities.",,Mar 2024
Relax42768720758,null,null,5,5.0,5.0,5.0,5.0,"Marijo was an amazing host; very attentive, great recommendations. The food was perfect and atmosphere lovely. Would absolutely recommend.",,Mar 2024
hyejin s,null,null,5,5.0,5.0,5.0,5.0,I was really pleased to have dinner and celebrate my mom's birthday at this restaurant. Obren was our server and he was so friendly and great to help us enjoy our time here. I could also sing birthday song for mom together and my mom said everything was great. Thank you!,,Mar 2024
Shirley W,null,null,5,5.0,5.0,5.0,5.0,Obren our waiter made us feel at home and the food was phenomenal! Definitely coming again! obren accommodated all of my difficult dietary needs :),,Mar 2024
Gloria P,"Medellin, Colombia",Colombia,5,5.0,5.0,5.0,5.0,"Very kind atention 
And the dishes is very good, 
The recommendations for the dessert was wonderful 
Excellent presentation !!",,Mar 2024
wanyun t,null,null,5,5.0,5.0,5.0,4.0,"Enjoyed the meal here, Obren was an attentive waiter too. We had some dubrovnik specialties like black risotto, truffle and mushroom risotto, and fish stew.",,Mar 2024
Jacqueline Z,null,null,5,null,null,null,null,Really love the black risotto! We also tried the truffle pasta and the fish stew and were just as yummy. Would recommend ordering these dishes to try,,Mar 2024
Trek03416937250,null,null,5,null,null,null,null,Antun was our server and he was absolutely sweet! Seafood risotto and truffle pasta was perfect:)) Highly recommended! It’s around the exit point of City Wall of Dubrovnik. Perfect place to eat after trolling the city wall!,,Mar 2024
Edward,null,null,5,null,null,null,null,"Delicious, it’s my first time to this country. And I wanted to have fish, this is one of the best fish I can have in europe. Very recommend",,Mar 2024
도경 김,null,null,5,null,null,null,null,"Waiter is very kind
His name is Antun Rakudzija. we ordered five menu and 15 min is enough for food. I will come back again.",,Mar 2024
Erin W,null,null,5,null,null,null,null,"Dinner was delicious. We got the fish stew and mushroom truffle linguine and it was Devine. Great food with a great atmosphere. Ivan was a fantastic server. Very attentive, friendly, and knowledgeable. Would definitely recommend to anyone visiting Dubrovnik!",,Mar 2024
Jerome L,null,null,4,4.0,5.0,4.0,4.0,"The place is very cozy, staffs are welcoming specially Antun who served us our delicious meal. The octopus salad was refreshing and the sailors risotto is a must (with lemon, it will be on another different level)

The iced latte was just a bit disappointing cause its not cold and its still actually a bit warm, but nonetheless all was lovely.",,Mar 2024
Christina S,null,null,5,4.0,5.0,5.0,5.0,Robert was amazing. Very friendly. Great English and interactive. Thank you very much for the service and we will be back soon for sure.,,Mar 2024
Alyssa A,null,null,5,5.0,5.0,5.0,5.0,The strawberry spritz was very refreshing and theseafood risotto was delicious. Service was excellent and our server Marijo was wonderful. So welcoming and gave us great recommendations on food and drinks!,,Mar 2024
Kirsten P,null,null,5,null,null,null,null,Marijo is a great waiter who has a lot of knowledge and gives great recommendations. Lasagna bolognese was AMAZING. The wine is also so good!,,Mar 2024
M E,null,null,5,5.0,5.0,5.0,5.0,We went to this restaurant for lunch. The blackened rosetto cuddle fish dish was excellent!! I would have it again in a heart. Antun was an exceptional and friendly waiter. Thanks Antun.,,Mar 2024
Lynn B,"Eden Prairie, Minnesota",USA,5,null,null,null,null,"Fabulous, heard about black risotto with cuddle fish and it exceeded my expectations. I would come back in a heart beat.",,Mar 2024
Jiaqi F,null,null,5,5.0,5.0,5.0,5.0,"The food is very delicious, and the service is very nice! The waiter is ANTUN, he is so friendly and warm. My friend and I have a very great time here.",,Mar 2024
Mel A,null,null,5,5.0,5.0,5.0,4.0,"Would easily recommend! Worth every penny.

We sat outside as we didn’t have a reservation and it was super packed. The beef and chips were outstanding. The black risotto was one of the nicest risottos ever eaten :)

Unfortunately, there was lots of people smoking outside. We quickly were offered alternative seating which we declined as we didn’t want to stay out. But we were kindly given a discount on our meal and free drinks. 
Sorry we didn’t catch his name :( we are both young women, I’m black and my friend is Asian and we didn’t want to make a fuss. But these guys really looked after us. Our waiters were kind, accommodations and such gentleman! 

Amazing customer service and great food!",,Mar 2024
Ian,"Stevenage, United Kingdom",United Kingdom,5,null,null,null,null,Excellent food and excellent service. It’s worth booking which you can do online! Good prices and good views from either restaurant although the Arsonel is better in the summer,,Mar 2024
Pilar R,null,null,5,5.0,5.0,5.0,5.0,This place was great for lunch. Good food and drinks in the center of old town. Joseph and Ivan were amazing and provided excellent service.,,Mar 2024
Ernest M,null,null,5,null,null,null,null,"Place was amazing and waiters were to personable. Show out Joseph to Ivan, best hosts and the food was amazing. Highly recommended!",,Mar 2024
SabineS,Germany,Germany,5,null,null,null,null,"My husband had a beef fillet of excellent quality with a mushroom sauce - the specially ordered side dishes were also very tasty (rosemary potatoes with garlic cooked in oil).
The dish I ordered: chicken breast on a kind of ratatouille with polenta, was also super tasty.
The service was excellent and unobtrusively attentive, the ambience very appealing",,Mar 2024
kristinasem,"Papendrecht, The Netherlands",The Netherlands,5,null,null,null,null,Great food and very kind personnel. Seafood risotto and the cheesecake are very good. The terras has a great view of the main street,,Mar 2024
さん は,null,null,5,null,null,null,null,"The dubrovačka rozata was so delicious!
And the staff (name Robert)was so nice to us!
I will recommend this cafe to eat and enjoy!",,Mar 2024
Gabriel A,"Ploiesti, Romania",Romania,5,5.0,5.0,5.0,5.0,We spent a very nice evening with a group of friends. I drank a very good wine in the company of a friendly staff of the restaurant. I recommend this restaurant.,,Mar 2023
Darie C,"Stari Grad, Serbia",Serbia,5,null,null,null,null,"The Best Restaurant in Town!!! Special food, special service, special location, special experience, special everything.",,Feb 2024
Juna Kita,"Korce, Albania",Albania,5,null,null,null,null,"The best breakfast and the best coffee in the Old Town, with the best view😊
We visited it several times in just e few days.",,Feb 2024
Mark Joseph R,null,null,5,5.0,5.0,5.0,null,Very nice ambience and the server is really warm and accommodating. Always making sure that we have what we needed………..,,Feb 2024
mirela o,null,null,5,5.0,5.0,5.0,5.0,"Everything was excellent, a wonderful restaurant, the food was excellent, the staff and the ambience too...all praises. I definitely recommend it🙂",,Feb 2024
Jelena M,null,null,5,5.0,5.0,5.0,5.0,"Great food and always great service. 🤗 Apart from that, Gradska Kavana is one of the rare places where you can drink coffee in this winter time in the city.",,Feb 2024
Curious50627032215,null,null,5,null,null,null,null,"Excellent service, pleasant atmosphere, first-class food, all praise to the chef. I can't wait to visit again and enjoy everything this restaurant has to offer.",,Jan 2024
Clara H,null,null,5,4.0,5.0,5.0,5.0,Had an amazing dinner out on the terrace. Food was delicious and service was top notch. Definitely visit this restaurant if you are in Old Town. Ante was a kind and attentive server!,,Feb 2024
Doria,"Bordeaux, France",France,5,null,null,null,null,"My friend and I had dinner yesterday, we were quite satisfied. The atmosphere is beautiful, we felt welcome. For starters, we had beef tartar and onion soup, which was perfect, silky and full of flavor. For the main course we had sea bass fillet and black risotto, both delicious. Polite, attentive service, we felt like queens. Thank you for the experience and I definitely recommend Gradska kavana Arsenal because it's worth it!",,Feb 2024
KCC09876,"Los Angeles, California",USA,1,1.0,1.0,1.0,null,"Only had a hot chocolate and glass of water. Service was not what I expected. The restaurant wasn't busy, so I don't understand the lack of decent service I received. I was ignored every time I tried to get a server attention. When I managed that, they seemed bother that I was asking for service. Will not eat here again.",,Oct 2023
Jennifer S,"Perkiomenville, Pennsylvania",USA,5,5.0,5.0,5.0,5.0,"When planning our vacation, I do some much research as far as places to experience authentic cuisine as well as favorite spots. This restaurant exceeded all of the above. Our host “Daniel” was out of this world. From his recommendations on wine pairings down to dessert. My octopus salad and Black Risotto have become the two best dishes I have ever eaten in my entire life. This dinner brought a tear to my eye",,Sep 2023
Dan B,"Nantucket, Massachusetts",USA,5,5.0,5.0,5.0,5.0,"This is one of the best restaurants and locations for dining in Dubrovnik. I have been for lunch and dinner 4 times in 2 days. The staff is so professional, kind and polite. The menu, since it is ""off season"" is limited but really nice choices! I've different waiters at different times but they were amazing. I would like to compliment, in particular, Obren, Nemanja, Vinko, and Ivan. He's in the pic serving me my burger! All great personalities!! They take great pride in their country and work!",,Jan 2024
Milica,"Belgrade, Serbia",Serbia,5,null,null,null,null,Thank you to these wonderful people who made our entire stay in Dubrovnik beautiful and made us feel more than welcome.,,Jan 2024
andrea z,null,null,5,null,null,null,null,Arguably the best restaurant in the old town of Dubrovnik. Had a very pleasant dinner. Definitely recommended!,,Dec 2023
Brooklet425,"Staunton, Virginia",USA,5,5.0,5.0,5.0,5.0,"We ate here during the winter so it was a quiet time in the city. We opted to sit outside on the street side of the building, near the outdoor heaters and we really enjoyed the quiet ambience of the location. I imagine it wouldn't be as quiet during peak tourist season. The gentleman who seated us and then served us was very kind and hospitable. He really gave off a warm and welcoming vibe. Our food was delicious and was served with fresh hot bread. The wine that my husband ordered and the bellini that I ordered were also fantastic. This place was recommended to us by the host at the apartment we were staying at and it was a fantastic recommendation. If you're looking for a nice place to eat in Dubrovnik, I highly recommend it!",,Jan 2023
Suzanne B,null,null,5,5.0,5.0,5.0,5.0,"Such an incredible experience! We had the black risotto with cuttlefish and the monkfish with spinach mousse, focaccia, and grilled vegetables — everything was incredible but the black risotto in particular was exceptional, literally the best risotto I’ve ever had. The local wines recommended by our server were the perfect compliment to our meal. The dessert was also a showstopper — a mousse with a white chocolate pistachio shell, strawberry gelee center, topped with a strawberry sauce poured tableside. Everyone was warm and welcoming. Our server was tremendous — happy to share his personal thoughts, the history/context of dishes, and guests’ favorites. Would absolutely recommend!",,Dec 2023
T T,null,null,5,5.0,5.0,5.0,5.0,"I came here with my wife during our honeymoon.
We were really impressed for delicious foods and warm hospitality.
Obren served us and was a great waiter.
I strongly recommend this restaurant to all of you as one of the best restaurants in Dubrovnik ;)",,Dec 2023
T Q,null,null,5,4.0,5.0,5.0,5.0,"Obren provided a wonderful experience, explaining the menu, guiding our choices, and providing extra sides of our favorite appetizers. All of the food was excellent, especially the gnocchi steak. 10/10",,Dec 2023
Helena G,null,null,5,5.0,5.0,5.0,5.0,The black rissotto is delicious you should definetly try it! It is one of the best things i have tried in my life! The service of Joseph is excelent a great person and worker!!!!,,Nov 2023
Jacqueline G,null,null,5,5.0,5.0,5.0,5.0,"We had a fantastic time. Nemanja made our lunch a special experience.
We will definitely come back and thank you again for a wonderful time.",,Nov 2023
Ramon D,null,null,5,null,null,null,null,"Food was perfect. You should try their seafood risotto and beef steak! Ambience was unique, taking you back to the medieval ages. Obren, was really helpful and kind offering us their speciality. This is a must when you visit Dubrovnik.",,Nov 2023
talal a,null,null,5,null,null,null,null,It's wonderful place like a dream specially in the night soo romantic we enjoy a lot and the guy who served us very kind obren,,Nov 2023
Amanda F,null,null,5,5.0,5.0,5.0,5.0,"The views are spectacular and the food is just as good! I ordered the squid and it was the perfect, light seafood dish. Very fresh and delicious. I also ordered the strawberry spritz which was so refreshing. Highly recommended to all visitors.",,Nov 2023
MargoSM,"Sofia, Bulgaria",Bulgaria,5,5.0,5.0,5.0,5.0,Excellent choice in every possible way. Absolutely delicious and well presented food. Nice and efficient service. Lovely view and nice atmosphere. Don't miss to try the black risotto and the truffle and mushrooms pasta!,,Apr 2023
Georg D,"Munich, Germany",Germany,5,null,null,null,null,"The food was excellent, the main dishes even fantastic. Ante, our waiter made the evening even more enjoyable. The restaurant has is stylish without being overly luxurious. The main dishes (tuna and sea Bass) were fantastic. So much so, that we will come back tomorrow. Definately a recommandation, even more because the prices are actually lower than in other restaurants in the Old Town where the food and service is not on the same level.",,Nov 2023
PK,"New York City, New York",USA,5,null,null,null,null,This was an amazing dining experience. We flew in from NYC and had quite a travel journey before walking around and coming across this restaurant. Our waiter Ante was absolutely wonderful! He gave us great recommendations and ensured that my boyfriend and I learned a little culinary history during our dinner. The black risotto was phenomenal and I could not recommend it more! The views of the water were also stunning. HIGHLY recommend!,,Nov 2023
Olivia H,null,null,5,3.0,5.0,3.0,5.0,Obren was an excellent waiter he made our experience pleasant and delightful. The food was delightful- will be back again.,,Nov 2023
Lukay W,null,null,5,5.0,5.0,5.0,5.0,"By far the best experience!! The best food!! And more importantly the best service by Robert ,, he was amazing!! And the most beautiful experience I’ve ever had",,Nov 2023
Natalie L,null,null,5,null,null,null,null,Exceeded all our expectations! Robert provided the best service we’ve had in Europe all year. Food was immaculate. Couldn’t recommend more!,,Nov 2023
